Pays,Lat,Long,Date,Deces
Danemark,56.131198,9.116544,2020-02-29,0
,,,,
Danemark,56.131198,9.116544,2020-02-28,0
,,,,
Danemark,56.131198,9.116544,2020-02-27,0
,,,,
Espagne,40.340856,-3.082582,2020-04-28,23822
,,,,
Espagne,40.340856,-3.082582,2020-04-27,23521
,,,,
Espagne,40.340856,-3.082582,2020-04-26,23190
,,,,
Espagne,40.340856,-3.082582,2020-04-25,22902
,,,,
Espagne,40.340856,-3.082582,2020-04-24,22524
,,,,
Espagne,40.340856,-3.082582,2020-04-23,22157
,,,,
Espagne,40.340856,-3.082582,2020-04-22,21717
,,,,
Espagne,40.340856,-3.082582,2020-04-21,21282
,,,,
Espagne,40.340856,-3.082582,2020-04-20,20852
,,,,
Espagne,40.340856,-3.082582,2020-04-19,20453
,,,,
Espagne,40.340856,-3.082582,2020-04-18,20043
,,,,
Espagne,40.340856,-3.082582,2020-04-17,20002
,,,,
Espagne,40.340856,-3.082582,2020-04-16,19315
,,,,
Espagne,40.340856,-3.082582,2020-04-15,18708
,,,,
Espagne,40.340856,-3.082582,2020-04-14,18056
,,,,
Espagne,40.340856,-3.082582,2020-04-13,17756
,,,,
Espagne,40.340856,-3.082582,2020-04-12,17209
,,,,
Espagne,40.340856,-3.082582,2020-04-11,16606
,,,,
Espagne,40.340856,-3.082582,2020-04-10,16081
,,,,
Espagne,40.340856,-3.082582,2020-04-09,15447
,,,,
Espagne,40.340856,-3.082582,2020-04-08,14792
,,,,
Espagne,40.340856,-3.082582,2020-04-07,14045
,,,,
Espagne,40.340856,-3.082582,2020-04-06,13341
,,,,
Espagne,40.340856,-3.082582,2020-04-05,12641
,,,,
Espagne,40.340856,-3.082582,2020-04-04,11947
,,,,
Espagne,40.340856,-3.082582,2020-04-03,11198
,,,,
Espagne,40.340856,-3.082582,2020-04-02,10348
,,,,
Espagne,40.340856,-3.082582,2020-04-01,9387
,,,,
Espagne,40.340856,-3.082582,2020-03-31,8464
,,,,
Espagne,40.340856,-3.082582,2020-03-30,7716
,,,,
Espagne,40.340856,-3.082582,2020-03-29,6803
,,,,
Espagne,40.340856,-3.082582,2020-03-28,5982
,,,,
Espagne,40.340856,-3.082582,2020-03-27,5138
,,,,
Espagne,40.340856,-3.082582,2020-03-26,4365
,,,,
Espagne,40.340856,-3.082582,2020-03-25,3647
,,,,
Espagne,40.340856,-3.082582,2020-03-24,2808
,,,,
Espagne,40.340856,-3.082582,2020-03-23,2311
,,,,
Espagne,40.340856,-3.082582,2020-03-22,1756
,,,,
Espagne,40.340856,-3.082582,2020-03-21,1375
,,,,
Espagne,40.340856,-3.082582,2020-03-20,1043
,,,,
Espagne,40.340856,-3.082582,2020-03-19,830
,,,,
Espagne,40.340856,-3.082582,2020-03-18,623
,,,,
Espagne,40.340856,-3.082582,2020-03-17,533
,,,,
Espagne,40.340856,-3.082582,2020-03-16,342
,,,,
Espagne,40.340856,-3.082582,2020-03-15,289
,,,,
Espagne,40.340856,-3.082582,2020-03-14,195
,,,,
Espagne,40.340856,-3.082582,2020-03-13,133
,,,,
Espagne,40.340856,-3.082582,2020-03-12,86
,,,,
Espagne,40.340856,-3.082582,2020-03-11,54
,,,,
Espagne,40.340856,-3.082582,2020-03-10,35
,,,,
Espagne,40.340856,-3.082582,2020-03-09,28
,,,,
Espagne,40.340856,-3.082582,2020-03-08,17
,,,,
Espagne,40.340856,-3.082582,2020-03-07,10
,,,,
Espagne,40.340856,-3.082582,2020-03-06,5
,,,,
Espagne,40.340856,-3.082582,2020-03-05,3
,,,,
Espagne,40.340856,-3.082582,2020-03-04,2
,,,,
Espagne,40.340856,-3.082582,2020-03-03,1
,,,,
Espagne,40.340856,-3.082582,2020-03-02,0
,,,,
Espagne,40.340856,-3.082582,2020-03-01,0
,,,,
Espagne,40.340856,-3.082582,2020-02-29,0
,,,,
Espagne,40.340856,-3.082582,2020-02-28,0
,,,,
Espagne,40.340856,-3.082582,2020-02-27,0
,,,,
Espagne,40.340856,-3.082582,2020-02-26,0
,,,,
Espagne,40.340856,-3.082582,2020-02-25,0
,,,,
Espagne,40.340856,-3.082582,2020-02-24,0
,,,,
Espagne,40.340856,-3.082582,2020-02-23,0
,,,,
Espagne,40.340856,-3.082582,2020-02-22,0
,,,,
Espagne,40.340856,-3.082582,2020-02-21,0
,,,,
Espagne,40.340856,-3.082582,2020-02-20,0
,,,,
Espagne,40.340856,-3.082582,2020-02-19,0
,,,,
Espagne,40.340856,-3.082582,2020-02-18,0
,,,,
Espagne,40.340856,-3.082582,2020-02-17,0
,,,,
Espagne,40.340856,-3.082582,2020-02-16,0
,,,,
Espagne,40.340856,-3.082582,2020-02-15,0
,,,,
Espagne,40.340856,-3.082582,2020-02-14,0
,,,,
Espagne,40.340856,-3.082582,2020-02-13,0
,,,,
Espagne,40.340856,-3.082582,2020-02-12,0
,,,,
Espagne,40.340856,-3.082582,2020-02-11,0
,,,,
Espagne,40.340856,-3.082582,2020-02-10,0
,,,,
Espagne,40.340856,-3.082582,2020-02-09,0
,,,,
Espagne,40.340856,-3.082582,2020-02-08,0
,,,,
Espagne,40.340856,-3.082582,2020-02-07,0
,,,,
Espagne,40.340856,-3.082582,2020-02-06,0
,,,,
Espagne,40.340856,-3.082582,2020-02-05,0
,,,,
Espagne,40.340856,-3.082582,2020-02-04,0
,,,,
Espagne,40.340856,-3.082582,2020-02-03,0
,,,,
Espagne,40.340856,-3.082582,2020-02-02,0
,,,,
Espagne,40.340856,-3.082582,2020-02-01,0
,,,,
Estonie,58.752377,25.331907,2020-04-28,50
,,,,
Estonie,58.752377,25.331907,2020-04-27,50
,,,,
Estonie,58.752377,25.331907,2020-04-26,49
,,,,
Estonie,58.752377,25.331907,2020-04-25,46
,,,,
Estonie,58.752377,25.331907,2020-04-24,46
,,,,
Estonie,58.752377,25.331907,2020-04-23,45
,,,,
Estonie,58.752377,25.331907,2020-04-22,44
,,,,
Estonie,58.752377,25.331907,2020-04-21,43
,,,,
Estonie,58.752377,25.331907,2020-04-20,40
,,,,
Estonie,58.752377,25.331907,2020-04-19,40
,,,,
Estonie,58.752377,25.331907,2020-04-18,38
,,,,
Estonie,58.752377,25.331907,2020-04-17,38
,,,,
Estonie,58.752377,25.331907,2020-04-16,36
,,,,
Estonie,58.752377,25.331907,2020-04-15,35
,,,,
Estonie,58.752377,25.331907,2020-04-14,31
,,,,
Estonie,58.752377,25.331907,2020-04-13,28
,,,,
Estonie,58.752377,25.331907,2020-04-12,25
,,,,
Estonie,58.752377,25.331907,2020-04-11,24
,,,,
Estonie,58.752377,25.331907,2020-04-10,24
,,,,
Estonie,58.752377,25.331907,2020-04-09,24
,,,,
Estonie,58.752377,25.331907,2020-04-08,24
,,,,
Estonie,58.752377,25.331907,2020-04-07,21
,,,,
Estonie,58.752377,25.331907,2020-04-06,19
,,,,
Estonie,58.752377,25.331907,2020-04-05,15
,,,,
Estonie,58.752377,25.331907,2020-04-04,13
,,,,
Estonie,58.752377,25.331907,2020-04-03,12
,,,,
Estonie,58.752377,25.331907,2020-04-02,11
,,,,
Estonie,58.752377,25.331907,2020-04-01,5
,,,,
Estonie,58.752377,25.331907,2020-03-31,4
,,,,
Estonie,58.752377,25.331907,2020-03-30,3
,,,,
Estonie,58.752377,25.331907,2020-03-29,3
,,,,
Estonie,58.752377,25.331907,2020-03-28,1
,,,,
Estonie,58.752377,25.331907,2020-03-27,1
,,,,
Estonie,58.752377,25.331907,2020-03-26,1
,,,,
Estonie,58.752377,25.331907,2020-03-25,1
,,,,
Estonie,58.752377,25.331907,2020-03-24,0
,,,,
Estonie,58.752377,25.331907,2020-03-23,0
,,,,
Estonie,58.752377,25.331907,2020-03-22,0
,,,,
Estonie,58.752377,25.331907,2020-03-21,0
,,,,
Estonie,58.752377,25.331907,2020-03-20,0
,,,,
Estonie,58.752377,25.331907,2020-03-19,0
,,,,
Estonie,58.752377,25.331907,2020-03-18,0
,,,,
Estonie,58.752377,25.331907,2020-03-17,0
,,,,
Estonie,58.752377,25.331907,2020-03-16,0
,,,,
Estonie,58.752377,25.331907,2020-03-15,0
,,,,
Estonie,58.752377,25.331907,2020-03-14,0
,,,,
Estonie,58.752377,25.331907,2020-03-13,0
,,,,
Estonie,58.752377,25.331907,2020-03-12,0
,,,,
Estonie,58.752377,25.331907,2020-03-11,0
,,,,
Estonie,58.752377,25.331907,2020-03-10,0
,,,,
Estonie,58.752377,25.331907,2020-03-09,0
,,,,
Estonie,58.752377,25.331907,2020-03-08,0
,,,,
Estonie,58.752377,25.331907,2020-03-07,0
,,,,
Estonie,58.752377,25.331907,2020-03-06,0
,,,,
Estonie,58.752377,25.331907,2020-03-05,0
,,,,
Estonie,58.752377,25.331907,2020-03-04,0
,,,,
Estonie,58.752377,25.331907,2020-03-03,0
,,,,
Estonie,58.752377,25.331907,2020-03-02,0
,,,,
Estonie,58.752377,25.331907,2020-03-01,0
,,,,
Estonie,58.752377,25.331907,2020-02-29,0
,,,,
Estonie,58.752377,25.331907,2020-02-28,0
,,,,
Estonie,58.752377,25.331907,2020-02-27,0
,,,,
Finlande,63.763860,26.078146,2020-04-28,199
,,,,
Finlande,63.763860,26.078146,2020-04-27,193
,,,,
Finlande,63.763860,26.078146,2020-04-26,190
,,,,
Finlande,63.763860,26.078146,2020-04-25,186
,,,,
Finlande,63.763860,26.078146,2020-04-24,177
,,,,
Finlande,63.763860,26.078146,2020-04-23,172
,,,,
Finlande,63.763860,26.078146,2020-04-22,149
,,,,
Finlande,63.763860,26.078146,2020-04-21,141
,,,,
Finlande,63.763860,26.078146,2020-04-20,98
,,,,
Finlande,63.763860,26.078146,2020-04-19,94
,,,,
Finlande,63.763860,26.078146,2020-04-18,90
,,,,
Finlande,63.763860,26.078146,2020-04-17,82
,,,,
Finlande,63.763860,26.078146,2020-04-16,75
,,,,
Finlande,63.763860,26.078146,2020-04-15,72
,,,,
Finlande,63.763860,26.078146,2020-04-14,64
,,,,
Finlande,63.763860,26.078146,2020-04-13,59
,,,,
Finlande,63.763860,26.078146,2020-04-12,56
,,,,
Finlande,63.763860,26.078146,2020-04-11,49
,,,,
Finlande,63.763860,26.078146,2020-04-10,48
,,,,
Finlande,63.763860,26.078146,2020-04-09,42
,,,,
Finlande,63.763860,26.078146,2020-04-08,40
,,,,
Finlande,63.763860,26.078146,2020-04-07,34
,,,,
Finlande,63.763860,26.078146,2020-04-06,27
,,,,
Finlande,63.763860,26.078146,2020-04-05,28
,,,,
Finlande,63.763860,26.078146,2020-04-04,25
,,,,
Finlande,63.763860,26.078146,2020-04-03,20
,,,,
Finlande,63.763860,26.078146,2020-04-02,19
,,,,
Finlande,63.763860,26.078146,2020-04-01,17
,,,,
Finlande,63.763860,26.078146,2020-03-31,17
,,,,
Finlande,63.763860,26.078146,2020-03-30,13
,,,,
Finlande,63.763860,26.078146,2020-03-29,11
,,,,
Finlande,63.763860,26.078146,2020-03-28,9
,,,,
Finlande,63.763860,26.078146,2020-03-27,7
,,,,
Finlande,63.763860,26.078146,2020-03-26,5
,,,,
Finlande,63.763860,26.078146,2020-03-25,3
,,,,
Finlande,63.763860,26.078146,2020-03-24,1
,,,,
Finlande,63.763860,26.078146,2020-03-23,1
,,,,
Finlande,63.763860,26.078146,2020-03-22,1
,,,,
Finlande,63.763860,26.078146,2020-03-21,1
,,,,
Finlande,63.763860,26.078146,2020-03-20,0
,,,,
Finlande,63.763860,26.078146,2020-03-19,0
,,,,
Finlande,63.763860,26.078146,2020-03-18,0
,,,,
Finlande,63.763860,26.078146,2020-03-17,0
,,,,
Finlande,63.763860,26.078146,2020-03-16,0
,,,,
Finlande,63.763860,26.078146,2020-03-15,0
,,,,
Finlande,63.763860,26.078146,2020-03-14,0
,,,,
Finlande,63.763860,26.078146,2020-03-13,0
,,,,
Finlande,63.763860,26.078146,2020-03-12,0
,,,,
Finlande,63.763860,26.078146,2020-03-11,0
,,,,
Finlande,63.763860,26.078146,2020-03-10,0
,,,,
Finlande,63.763860,26.078146,2020-03-09,0
,,,,
Finlande,63.763860,26.078146,2020-03-08,0
,,,,
Finlande,63.763860,26.078146,2020-03-07,0
,,,,
Finlande,63.763860,26.078146,2020-03-06,0
,,,,
Finlande,63.763860,26.078146,2020-03-05,0
,,,,
Finlande,63.763860,26.078146,2020-03-04,0
,,,,
Finlande,63.763860,26.078146,2020-03-03,0
,,,,
Finlande,63.763860,26.078146,2020-03-02,0
,,,,
Finlande,63.763860,26.078146,2020-03-01,0
,,,,
Finlande,63.763860,26.078146,2020-02-29,0
,,,,
Finlande,63.763860,26.078146,2020-02-28,0
,,,,
Finlande,63.763860,26.078146,2020-02-27,0
,,,,
Finlande,63.763860,26.078146,2020-02-26,0
,,,,
Finlande,63.763860,26.078146,2020-02-25,0
,,,,
Finlande,63.763860,26.078146,2020-02-24,0
,,,,
Finlande,63.763860,26.078146,2020-02-23,0
,,,,
Finlande,63.763860,26.078146,2020-02-22,0
,,,,
Finlande,63.763860,26.078146,2020-02-21,0
,,,,
Finlande,63.763860,26.078146,2020-02-20,0
,,,,
Finlande,63.763860,26.078146,2020-02-19,0
,,,,
Finlande,63.763860,26.078146,2020-02-18,0
,,,,
Finlande,63.763860,26.078146,2020-02-17,0
,,,,
Finlande,63.763860,26.078146,2020-02-16,0
,,,,
Finlande,63.763860,26.078146,2020-02-15,0
,,,,
Finlande,63.763860,26.078146,2020-02-14,0
,,,,
Finlande,63.763860,26.078146,2020-02-13,0
,,,,
Finlande,63.763860,26.078146,2020-02-12,0
,,,,
Finlande,63.763860,26.078146,2020-02-11,0
,,,,
Finlande,63.763860,26.078146,2020-02-10,0
,,,,
Finlande,63.763860,26.078146,2020-02-09,0
,,,,
Finlande,63.763860,26.078146,2020-02-08,0
,,,,
Finlande,63.763860,26.078146,2020-02-07,0
,,,,
Finlande,63.763860,26.078146,2020-02-06,0
,,,,
Finlande,63.763860,26.078146,2020-02-05,0
,,,,
Finlande,63.763860,26.078146,2020-02-04,0
,,,,
Finlande,63.763860,26.078146,2020-02-03,0
,,,,
Finlande,63.763860,26.078146,2020-02-02,0
,,,,
Finlande,63.763860,26.078146,2020-02-01,0
,,,,
Finlande,63.763860,26.078146,2020-01-31,0
,,,,
Finlande,63.763860,26.078146,2020-01-30,0
,,,,
Finlande,63.763860,26.078146,2020-01-29,0
,,,,
France,46.954994, 2.396425,2020-04-28,23293
,,,,
France,46.954994, 2.396425,2020-04-27,23293
,,,,
France,46.954994, 2.396425,2020-04-26,22856
,,,,
France,46.954994, 2.396425,2020-04-25,22614
,,,,
France,46.954994, 2.396425,2020-04-24,22245
,,,,
France,46.954994, 2.396425,2020-04-23,21856
,,,,
France,46.954994, 2.396425,2020-04-22,21340
,,,,
France,46.954994, 2.396425,2020-04-21,20796
,,,,
France,46.954994, 2.396425,2020-04-20,20265
,,,,
France,46.954994, 2.396425,2020-04-19,19718
,,,,
France,46.954994, 2.396425,2020-04-18,19323
,,,,
France,46.954994, 2.396425,2020-04-17,18681
,,,,
France,46.954994, 2.396425,2020-04-16,17920
,,,,
France,46.954994, 2.396425,2020-04-15,17167
,,,,
France,46.954994, 2.396425,2020-04-14,15729
,,,,
France,46.954994, 2.396425,2020-04-13,14967
,,,,
France,46.954994, 2.396425,2020-04-12,14393
,,,,
France,46.954994, 2.396425,2020-04-11,13832
,,,,
France,46.954994, 2.396425,2020-04-10,13197
,,,,
France,46.954994, 2.396425,2020-04-09,12210
,,,,
France,46.954994, 2.396425,2020-04-08,10869
,,,,
France,46.954994, 2.396425,2020-04-07,10328
,,,,
France,46.954994, 2.396425,2020-04-06,8911
,,,,
France,46.954994, 2.396425,2020-04-05,8078
,,,,
France,46.954994, 2.396425,2020-04-04,7560
,,,,
France,46.954994, 2.396425,2020-04-03,6507
,,,,
France,46.954994, 2.396425,2020-04-02,5387
,,,,
France,46.954994, 2.396425,2020-04-01,4032
,,,,
France,46.954994, 2.396425,2020-03-31,3523
,,,,
France,46.954994, 2.396425,2020-03-30,3024
,,,,
France,46.954994, 2.396425,2020-03-29,2606
,,,,
France,46.954994, 2.396425,2020-03-28,2314
,,,,
France,46.954994, 2.396425,2020-03-27,1995
,,,,
France,46.954994, 2.396425,2020-03-26,1696
,,,,
France,46.954994, 2.396425,2020-03-25,1331
,,,,
France,46.954994, 2.396425,2020-03-24,1100
,,,,
France,46.954994, 2.396425,2020-03-23,860
,,,,
France,46.954994, 2.396425,2020-03-22,674
,,,,
France,46.954994, 2.396425,2020-03-21,562
,,,,
France,46.954994, 2.396425,2020-03-20,450
,,,,
France,46.954994, 2.396425,2020-03-19,372
,,,,
France,46.954994, 2.396425,2020-03-18,264
,,,,
France,46.954994, 2.396425,2020-03-17,175
,,,,
France,46.954994, 2.396425,2020-03-16,148
,,,,
France,46.954994, 2.396425,2020-03-15,127
,,,,
France,46.954994, 2.396425,2020-03-14,91
,,,,
France,46.954994, 2.396425,2020-03-13,79
,,,,
France,46.954994, 2.396425,2020-03-12,61
,,,,
France,46.954994, 2.396425,2020-03-11,48
,,,,
France,46.954994, 2.396425,2020-03-10,33
,,,,
France,46.954994, 2.396425,2020-03-09,25
,,,,
France,46.954994, 2.396425,2020-03-08,19
,,,,
France,46.954994, 2.396425,2020-03-07,11
,,,,
France,46.954994, 2.396425,2020-03-06,9
,,,,
France,46.954994, 2.396425,2020-03-05,6
,,,,
France,46.954994, 2.396425,2020-03-04,4
,,,,
France,46.954994, 2.396425,2020-03-03,4
,,,,
France,46.954994, 2.396425,2020-03-02,3
,,,,
France,46.954994, 2.396425,2020-03-01,2
,,,,
France,46.954994, 2.396425,2020-02-29,2
,,,,
France,46.954994, 2.396425,2020-02-28,2
,,,,
France,46.954994, 2.396425,2020-02-27,2
,,,,
France,46.954994, 2.396425,2020-02-26,2
,,,,
France,46.954994, 2.396425,2020-02-25,1
,,,,
France,46.954994, 2.396425,2020-02-24,1
,,,,
France,46.954994, 2.396425,2020-02-23,1
,,,,
France,46.954994, 2.396425,2020-02-22,1
,,,,
France,46.954994, 2.396425,2020-02-21,1
,,,,
France,46.954994, 2.396425,2020-02-20,1
,,,,
France,46.954994, 2.396425,2020-02-19,1
,,,,
France,46.954994, 2.396425,2020-02-18,1
,,,,
France,46.954994, 2.396425,2020-02-17,1
,,,,
France,46.954994, 2.396425,2020-02-16,1
,,,,
France,46.954994, 2.396425,2020-02-15,1
,,,,
France,46.954994, 2.396425,2020-02-14,0
,,,,
France,46.954994, 2.396425,2020-02-13,0
,,,,
France,46.954994, 2.396425,2020-02-12,0
,,,,
France,46.954994, 2.396425,2020-02-11,0
,,,,
France,46.954994, 2.396425,2020-02-10,0
,,,,
France,46.954994, 2.396425,2020-02-09,0
,,,,
France,46.954994, 2.396425,2020-02-08,0
,,,,
France,46.954994, 2.396425,2020-02-07,0
,,,,
France,46.954994, 2.396425,2020-02-06,0
,,,,
France,46.954994, 2.396425,2020-02-05,0
,,,,
France,46.954994, 2.396425,2020-02-04,0
,,,,
France,46.954994, 2.396425,2020-02-03,0
,,,,
France,46.954994, 2.396425,2020-02-02,0
,,,,
France,46.954994, 2.396425,2020-02-01,0
,,,,
France,46.954994, 2.396425,2020-01-31,0
,,,,
France,46.954994, 2.396425,2020-01-30,0
,,,,
France,46.954994, 2.396425,2020-01-29,0
,,,,
France,46.954994, 2.396425,2020-01-28,0
,,,,
France,46.954994, 2.396425,2020-01-27,0
,,,,
France,46.954994, 2.396425,2020-01-26,0
,,,,
France,46.954994, 2.396425,2020-01-25,0
,,,,
France,46.954994, 2.396425,2020-01-24,0
,,,,
Grèce,39.091474,21.932379,2020-04-28,136
,,,,
Grèce,39.091474,21.932379,2020-04-27,136
,,,,
Grèce,39.091474,21.932379,2020-04-26,134
,,,,
Grèce,39.091474,21.932379,2020-04-25,130
,,,,
Grèce,39.091474,21.932379,2020-04-24,130
,,,,
Grèce,39.091474,21.932379,2020-04-23,125
,,,,
Grèce,39.091474,21.932379,2020-04-22,121
,,,,
Grèce,39.091474,21.932379,2020-04-21,121
,,,,
Grèce,39.091474,21.932379,2020-04-20,116
,,,,
Grèce,39.091474,21.932379,2020-04-19,113
,,,,
Grèce,39.091474,21.932379,2020-04-18,110
,,,,
Grèce,39.091474,21.932379,2020-04-17,108
,,,,
Grèce,39.091474,21.932379,2020-04-16,105
,,,,
Grèce,39.091474,21.932379,2020-04-15,102
,,,,
Grèce,39.091474,21.932379,2020-04-14,101
,,,,
Grèce,39.091474,21.932379,2020-04-13,99
,,,,
Grèce,39.091474,21.932379,2020-04-12,98
,,,,
Grèce,39.091474,21.932379,2020-04-11,93
,,,,
Grèce,39.091474,21.932379,2020-04-10,92
,,,,
Grèce,39.091474,21.932379,2020-04-09,87
,,,,
Grèce,39.091474,21.932379,2020-04-08,83
,,,,
Grèce,39.091474,21.932379,2020-04-07,81
,,,,
Grèce,39.091474,21.932379,2020-04-06,79
,,,,
Grèce,39.091474,21.932379,2020-04-05,73
,,,,
Grèce,39.091474,21.932379,2020-04-04,68
,,,,
Grèce,39.091474,21.932379,2020-04-03,63
,,,,
Grèce,39.091474,21.932379,2020-04-02,53
,,,,
Grèce,39.091474,21.932379,2020-04-01,50
,,,,
Grèce,39.091474,21.932379,2020-03-31,49
,,,,
Grèce,39.091474,21.932379,2020-03-30,43
,,,,
Grèce,39.091474,21.932379,2020-03-29,38
,,,,
Grèce,39.091474,21.932379,2020-03-28,32
,,,,
Grèce,39.091474,21.932379,2020-03-27,28
,,,,
Grèce,39.091474,21.932379,2020-03-26,26
,,,,
Grèce,39.091474,21.932379,2020-03-25,22
,,,,
Grèce,39.091474,21.932379,2020-03-24,20
,,,,
Grèce,39.091474,21.932379,2020-03-23,17
,,,,
Grèce,39.091474,21.932379,2020-03-22,15
,,,,
Grèce,39.091474,21.932379,2020-03-21,13
,,,,
Grèce,39.091474,21.932379,2020-03-20,6
,,,,
Grèce,39.091474,21.932379,2020-03-19,6
,,,,
Grèce,39.091474,21.932379,2020-03-18,5
,,,,
Grèce,39.091474,21.932379,2020-03-17,5
,,,,
Grèce,39.091474,21.932379,2020-03-16,4
,,,,
Grèce,39.091474,21.932379,2020-03-15,4
,,,,
Grèce,39.091474,21.932379,2020-03-14,3
,,,,
Grèce,39.091474,21.932379,2020-03-13,1
,,,,
Grèce,39.091474,21.932379,2020-03-12,1
,,,,
Grèce,39.091474,21.932379,2020-03-11,1
,,,,
Grèce,39.091474,21.932379,2020-03-10,0
,,,,
Grèce,39.091474,21.932379,2020-03-09,0
,,,,
Grèce,39.091474,21.932379,2020-03-08,0
,,,,
Grèce,39.091474,21.932379,2020-03-07,0
,,,,
Grèce,39.091474,21.932379,2020-03-06,0
,,,,
Grèce,39.091474,21.932379,2020-03-05,0
,,,,
Grèce,39.091474,21.932379,2020-03-04,0
,,,,
Grèce,39.091474,21.932379,2020-03-03,0
,,,,
Grèce,39.091474,21.932379,2020-03-02,0
,,,,
Grèce,39.091474,21.932379,2020-03-01,0
,,,,
Grèce,39.091474,21.932379,2020-02-29,0
,,,,
Grèce,39.091474,21.932379,2020-02-28,0
,,,,
Grèce,39.091474,21.932379,2020-02-27,0
,,,,
Grèce,39.091474,21.932379,2020-02-26,0
,,,,
Irlande,52.865196,-7.979459,2020-04-28,1102
,,,,
Irlande,52.865196,-7.979459,2020-04-27,1102
,,,,
Irlande,52.865196,-7.979459,2020-04-26,1087
,,,,
Irlande,52.865196,-7.979459,2020-04-25,1063
,,,,
Irlande,52.865196,-7.979459,2020-04-24,1014
,,,,
Irlande,52.865196,-7.979459,2020-04-23,794
,,,,
Irlande,52.865196,-7.979459,2020-04-22,769
,,,,
Irlande,52.865196,-7.979459,2020-04-21,730
,,,,
Irlande,52.865196,-7.979459,2020-04-20,687
,,,,
Irlande,52.865196,-7.979459,2020-04-19,610
,,,,
Irlande,52.865196,-7.979459,2020-04-18,571
,,,,
Irlande,52.865196,-7.979459,2020-04-17,530
,,,,
Irlande,52.865196,-7.979459,2020-04-16,486
,,,,
Irlande,52.865196,-7.979459,2020-04-15,444
,,,,
Irlande,52.865196,-7.979459,2020-04-14,406
,,,,
Irlande,52.865196,-7.979459,2020-04-13,365
,,,,
Irlande,52.865196,-7.979459,2020-04-12,334
,,,,
Irlande,52.865196,-7.979459,2020-04-11,320
,,,,
Irlande,52.865196,-7.979459,2020-04-10,287
,,,,
Irlande,52.865196,-7.979459,2020-04-09,263
,,,,
Irlande,52.865196,-7.979459,2020-04-08,235
,,,,
Irlande,52.865196,-7.979459,2020-04-07,210
,,,,
Irlande,52.865196,-7.979459,2020-04-06,174
,,,,
Irlande,52.865196,-7.979459,2020-04-05,158
,,,,
Irlande,52.865196,-7.979459,2020-04-04,137
,,,,
Irlande,52.865196,-7.979459,2020-04-03,120
,,,,
Irlande,52.865196,-7.979459,2020-04-02,98
,,,,
Irlande,52.865196,-7.979459,2020-04-01,85
,,,,
Irlande,52.865196,-7.979459,2020-03-31,71
,,,,
Irlande,52.865196,-7.979459,2020-03-30,54
,,,,
Irlande,52.865196,-7.979459,2020-03-29,46
,,,,
Irlande,52.865196,-7.979459,2020-03-28,36
,,,,
Irlande,52.865196,-7.979459,2020-03-27,22
,,,,
Irlande,52.865196,-7.979459,2020-03-26,19
,,,,
Irlande,52.865196,-7.979459,2020-03-25,9
,,,,
Irlande,52.865196,-7.979459,2020-03-24,7
,,,,
Irlande,52.865196,-7.979459,2020-03-23,6
,,,,
Irlande,52.865196,-7.979459,2020-03-22,4
,,,,
Irlande,52.865196,-7.979459,2020-03-21,3
,,,,
Irlande,52.865196,-7.979459,2020-03-20,3
,,,,
Irlande,52.865196,-7.979459,2020-03-19,3
,,,,
Irlande,52.865196,-7.979459,2020-03-18,2
,,,,
Irlande,52.865196,-7.979459,2020-03-17,2
,,,,
Irlande,52.865196,-7.979459,2020-03-16,2
,,,,
Irlande,52.865196,-7.979459,2020-03-15,2
,,,,
Irlande,52.865196,-7.979459,2020-03-14,2
,,,,
Irlande,52.865196,-7.979459,2020-03-13,1
,,,,
Irlande,52.865196,-7.979459,2020-03-12,1
,,,,
Irlande,52.865196,-7.979459,2020-03-11,1
,,,,
Irlande,52.865196,-7.979459,2020-03-10,0
,,,,
Irlande,52.865196,-7.979459,2020-03-09,0
,,,,
Irlande,52.865196,-7.979459,2020-03-08,0
,,,,
Irlande,52.865196,-7.979459,2020-03-07,0
,,,,
Irlande,52.865196,-7.979459,2020-03-06,0
,,,,
Irlande,52.865196,-7.979459,2020-03-05,0
,,,,
Irlande,52.865196,-7.979459,2020-03-04,0
,,,,
Irlande,52.865196,-7.979459,2020-03-03,0
,,,,
Irlande,52.865196,-7.979459,2020-03-02,0
,,,,
Irlande,52.865196,-7.979459,2020-03-01,0
,,,,
Irlande,52.865196,-7.979459,2020-02-29,0
,,,,
Italie,42.099006,13.518622,2020-04-28,26977
,,,,
Italie,42.099006,13.518622,2020-04-27,26977
,,,,
Italie,42.099006,13.518622,2020-04-26,26644
,,,,
Italie,42.099006,13.518622,2020-04-25,26384
,,,,
Italie,42.099006,13.518622,2020-04-24,25969
,,,,
Italie,42.099006,13.518622,2020-04-23,25549
,,,,
Italie,42.099006,13.518622,2020-04-22,25085
,,,,
Italie,42.099006,13.518622,2020-04-21,24648
,,,,
Italie,42.099006,13.518622,2020-04-20,24114
,,,,
Italie,42.099006,13.518622,2020-04-19,23660
,,,,
Italie,42.099006,13.518622,2020-04-18,23227
,,,,
Italie,42.099006,13.518622,2020-04-17,22745
,,,,
Italie,42.099006,13.518622,2020-04-16,22170
,,,,
Italie,42.099006,13.518622,2020-04-15,21645
,,,,
Italie,42.099006,13.518622,2020-04-14,21067
,,,,
Italie,42.099006,13.518622,2020-04-13,20465
,,,,
Italie,42.099006,13.518622,2020-04-12,19899
,,,,
Italie,42.099006,13.518622,2020-04-11,19468
